delay,controller,factor
45.32403503,signal,0.04
30.30200306,signal,0.04
23.25205064,signal,0.04
11.42830597,signal,0.04
0.0001,signal,0.04
40.51725373,signal,0.04
38.30200306,signal,0.04
37.65205063,signal,0.04
32.19252477,signal,0.04
2.211446615,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
4.384195503,signal,0.04
4.05177335,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
0.339123254,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
4.194816279,signal,0.04
4.531006224,signal,0.04
0.0001,signal,0.04
2.205210837,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
5.525985981,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
1.120323022,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
11.6101,signal,0.04
53.51911222,signal,0.04
46.10200306,signal,0.04
6.905728699,signal,0.04
6.857388769,signal,0.04
0.0001,signal,0.04
40.34775406,signal,0.04
43.10134688,signal,0.04
34.14190737,signal,0.04
27.54054002,signal,0.04
17.93040033,signal,0.04
0.0001,signal,0.04
9.867452655,signal,0.04
0.0001,signal,0.04
20.46745265,signal,0.04
33.41051883,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
2.902946266,signal,0.04
14.56243234,signal,0.04
28.37930463,signal,0.04
3.96527782,signal,0.04
42.70892864,signal,0.04
27.8625289,signal,0.04
32.57274692,signal,0.04
30.68245036,signal,0.04
2.90137891,signal,0.04
44.90299973,signal,0.04
7.576440343,signal,0.04
57.15602083,signal,0.04
45.68701264,signal,0.04
2.249343991,signal,0.04
25.02160354,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
30.50917546,signal,0.04
19.21208341,signal,0.04
5.051214289,signal,0.04
2.245281949,signal,0.04
56.68687104,signal,0.04
27.80704472,signal,0.04
22.86390773,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
5.918167318,signal,0.04
5.574888722,signal,0.04
1.596967677,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
3.416135886,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
36.57167444,signal,0.04
30.47931645,signal,0.04
22.22245853,signal,0.04
14.76548647,signal,0.04
0.221122565,signal,0.04
1.555615072,signal,0.04
36.61237625,signal,0.04
39.27014626,signal,0.04
41.59867112,signal,0.04
0.0001,signal,0.04
31.6729621,signal,0.04
20.00315909,signal,0.04
22.53146561,signal,0.04
24.2309705,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
40.13917826,signal,0.04
27.3254169,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
29.44266883,signal,0.04
17.09132201,signal,0.04
0.0001,signal,0.04
0.735843158,signal,0.04
0.0001,signal,0.04
37.08167495,signal,0.04
25.40023313,signal,0.04
18.29421408,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
38.74778987,signal,0.04
2.084403553,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
29.99889107,signal,0.04
20.52433544,signal,0.04
6.641794662,signal,0.04
0.0001,signal,0.04
39.6131908,signal,0.04
17.54190566,signal,0.04
52.52346599,signal,0.04
14.34189547,signal,0.04
0.0001,signal,0.04
6.633677947,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
26.83275131,signal,0.04
18.34912751,signal,0.04
12.53068642,signal,0.04
11.48368445,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
57.65401276,signal,0.04
45.33520206,signal,0.04
37.50200306,signal,0.04
2.8101,signal,0.04
2.124355696,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
44.76853714,signal,0.04
28.97860801,signal,0.04
57.00224081,signal,0.04
50.50200306,signal,0.04
40.97460639,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
6.244249797,signal,0.04
0.0001,signal,0.04
3.965016648,signal,0.04
5.633954402,signal,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
8.169859703,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
11.68140792,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
15.19893563,fcfs,0.04
30.36315361,fcfs,0.04
18.7747802,fcfs,0.04
5.397097649,fcfs,0.04
6.783140415,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
14.07218859,fcfs,0.04
15.63911484,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
9.367289401,fcfs,0.04
18.9672894,fcfs,0.04
18.48919811,fcfs,0.04
16.71982129,fcfs,0.04
0.0001,fcfs,0.04
37.9672894,fcfs,0.04
28.66485052,fcfs,0.04
0.0001,fcfs,0.04
14.29454726,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
28.82415733,fcfs,0.04
0.0001,fcfs,0.04
27.82415733,fcfs,0.04
1.817526889,fcfs,0.04
21.3672894,fcfs,0.04
20.06375571,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
19.62415733,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
36.1672894,fcfs,0.04
28.46483145,fcfs,0.04
43.81164398,fcfs,0.04
47.24899598,fcfs,0.04
7.420265845,fcfs,0.04
0.0001,fcfs,0.04
18.5672894,fcfs,0.04
10.18458806,fcfs,0.04
4.231394038,fcfs,0.04
4.222158284,fcfs,0.04
9.824157328,fcfs,0.04
10.04571212,fcfs,0.04
10.23519026,fcfs,0.04
12.29011472,fcfs,0.04
0.0001,fcfs,0.04
34.5672894,fcfs,0.04
26.0646025,fcfs,0.04
31.73284501,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.244348257,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
4.110544818,fcfs,0.04
4.672949004,fcfs,0.04
6.708366082,fcfs,0.04
1.62413355,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.056874161,fcfs,0.04
6.746245379,fcfs,0.04
0.0001,fcfs,0.04
20.9672894,fcfs,0.04
11.38499039,fcfs,0.04
4.612847306,fcfs,0.04
0.0001,fcfs,0.04
8.639744059,fcfs,0.04
0.0001,fcfs,0.04
34.1672894,fcfs,0.04
3.460473643,fcfs,0.04
40.88265216,fcfs,0.04
44.08165886,fcfs,0.04
0.144160759,fcfs,0.04
0.0001,fcfs,0.04
1.032834537,fcfs,0.04
2.67807697,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
11.90811759,fcfs,0.04
0.0001,fcfs,0.04
3.735951677,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
10.73369792,fcfs,0.04
0.0001,fcfs,0.04
12.03440881,fcfs,0.04
0.341795323,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
18.37540044,fcfs,0.04
3.574107421,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
13.25516342,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
12.01432904,fcfs,0.04
9.222329045,fcfs,0.04
1.681895275,fcfs,0.04
0.0001,fcfs,0.04
39.68109995,fcfs,0.04
24.60994398,fcfs,0.04
23.89889552,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
3.12155206,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
6.872176061,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
2.900073772,fcfs,0.04
0.359778697,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
19.61587289,fcfs,0.04
0.351315625,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
24.5193112,fcfs,0.04
20.46191843,fcfs,0.04
20.62168521,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
3.250280553,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
25.42582015,fcfs,0.04
12.23035656,fcfs,0.04
4.467380721,fcfs,0.04
0.647937421,fcfs,0.04
0.0001,fcfs,0.04
16.40273777,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
10.86558529,fcfs,0.04
0.165391852,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
30.82361755,fcfs,0.04
8.923497735,fcfs,0.04
13.30789937,fcfs,0.04
24.81863597,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
2.524759522,fcfs,0.04
0.0001,fcfs,0.04
38.46040895,fcfs,0.04
24.62063323,fcfs,0.04
0.377208902,fcfs,0.04
0.0001,fcfs,0.04
10.82415733,fcfs,0.04
11.04742284,fcfs,0.04
10.82415733,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
9.6864386,fcfs,0.04
9.504951544,fcfs,0.04
0.0001,fcfs,0.04
9.876594686,fcfs,0.04
10.09391059,fcfs,0.04
3.33368176,fcfs,0.04
22.42415733,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
11.43178704,fcfs,0.04
19.22415733,fcfs,0.04
13.66341558,fcfs,0.04
0.056874161,fcfs,0.04
6.290550685,fcfs,0.04
35.02415733,fcfs,0.04
5.958843202,fcfs,0.04
4.167072305,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,fcfs,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
6.431502042,planning,0.04
0.461445835,planning,0.04
0.330721275,planning,0.04
0.0001,planning,0.04
5.112285474,planning,0.04
23.52763963,planning,0.04
6.322564335,planning,0.04
4.759560218,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
12.63073363,planning,0.04
9.853053286,planning,0.04
11.42005732,planning,0.04
0.0001,planning,0.04
3.469836349,planning,0.04
0.717991276,planning,0.04
19.90679335,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
10.79876319,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
2.665310457,planning,0.04
3.831051924,planning,0.04
5.898180136,planning,0.04
0.0001,planning,0.04
9.631502042,planning,0.04
0.405130965,planning,0.04
11.67291438,planning,0.04
0.726644622,planning,0.04
0.843753974,planning,0.04
0.536483147,planning,0.04
0.289534124,planning,0.04
0.099690049,planning,0.04
51.0778179,planning,0.04
0.651489729,planning,0.04
0.328624608,planning,0.04
10.77392631,planning,0.04
21.57808951,planning,0.04
7.031502042,planning,0.04
7.073931396,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
2.490170803,planning,0.04
5.634286467,planning,0.04
7.364216228,planning,0.04
18.80942533,planning,0.04
0.829189235,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.611899475,planning,0.04
0.0001,planning,0.04
21.63150204,planning,0.04
12.58670409,planning,0.04
1.588479693,planning,0.04
1.145579233,planning,0.04
0.861954161,planning,0.04
25.25305329,planning,0.04
3.25184028,planning,0.04
0.775653049,planning,0.04
41.83150204,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
8.431502042,planning,0.04
0.419635733,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
12.13563397,planning,0.04
1.394924681,planning,0.04
1.079328995,planning,0.04
0.0001,planning,0.04
5.098180136,planning,0.04
1.012428767,planning,0.04
6.257095553,planning,0.04
49.19521168,planning,0.04
0.830182537,planning,0.04
0.334132498,planning,0.04
0.403615279,planning,0.04
1.170337388,planning,0.04
9.098180136,planning,0.04
12.64554387,planning,0.04
0.0001,planning,0.04
5.071407293,planning,0.04
3.58921141,planning,0.04
0.0001,planning,0.04
16.87092313,planning,0.04
30.01003955,planning,0.04
20.67129311,planning,0.04
5.298180136,planning,0.04
1.363294907,planning,0.04
12.68323705,planning,0.04
15.56532641,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
0.0001,planning,0.04
