delay,controller,factor
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
4.666851804,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.611899475,planning,0.03
0.0001,planning,0.03
30.29732309,planning,0.03
30.57732895,planning,0.03
6.002362021,planning,0.03
1.759472588,planning,0.03
6.253053286,planning,0.03
4.031502042,planning,0.03
1.120561106,planning,0.03
0.0001,planning,0.03
4.580761766,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
8.431502042,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
10.7304568,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
1.86418034,planning,0.03
14.46689085,planning,0.03
5.831502042,planning,0.03
0.0001,planning,0.03
11.63150204,planning,0.03
0.9357375,planning,0.03
0.772290642,planning,0.03
0.678495928,planning,0.03
0.377144876,planning,0.03
0.267682217,planning,0.03
53.74997688,planning,0.03
10.9260708,planning,0.03
21.25589562,planning,0.03
7.031502042,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
7.486385413,planning,0.03
0.0001,planning,0.03
3.498180136,planning,0.03
0.706091214,planning,0.03
6.260160738,planning,0.03
0.0001,planning,0.03
8.055550877,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
5.13397097,planning,0.03
4.123343351,planning,0.03
0.0001,planning,0.03
12.27891809,planning,0.03
0.0001,planning,0.03
29.92562896,planning,0.03
4.453053286,planning,0.03
0.815877117,planning,0.03
0.842263373,planning,0.03
5.098180136,planning,0.03
0.610585397,planning,0.03
0.429388664,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
12.62596325,planning,0.03
5.928892727,planning,0.03
21.21194436,planning,0.03
4.629982042,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
13.08459162,planning,0.03
0.626055683,planning,0.03
3.113871785,planning,0.03
8.24533901,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,planning,0.03
0.0001,signal,0.035
17.63082149,signal,0.035
0.0001,signal,0.035
3.13454342,signal,0.035
0.0001,signal,0.035
22.25483847,signal,0.035
24.43105814,signal,0.035
13.99520085,signal,0.035
4.281297148,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
31.60794178,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
41.26820592,signal,0.035
2.127288126,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
22.2101,signal,0.035
21.70200307,signal,0.035
7.784446881,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
55.7215885,signal,0.035
55.74190737,signal,0.035
55.94054002,signal,0.035
53.5303998,signal,0.035
45.26284594,signal,0.035
41.20759495,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
41.74154459,signal,0.035
38.70200306,signal,0.035
30.65205064,signal,0.035
28.1925248,signal,0.035
24.06520838,signal,0.035
13.01839883,signal,0.035
5.266232049,signal,0.035
2.360804734,signal,0.035
1.874483117,signal,0.035
1.309610045,signal,0.035
57.06423585,signal,0.035
36.30200306,signal,0.035
26.65205064,signal,0.035
26.7925248,signal,0.035
20.26520869,signal,0.035
11.75407064,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
27.06745265,signal,0.035
14.34189547,signal,0.035
9.367783906,signal,0.035
8.237802074,signal,0.035
0.0001,signal,0.035
43.21348784,signal,0.035
34.30200306,signal,0.035
33.05205064,signal,0.035
11.82857298,signal,0.035
10.1948064,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
45.32403503,signal,0.035
30.30200306,signal,0.035
23.25205064,signal,0.035
11.42830597,signal,0.035
0.0001,signal,0.035
40.51725373,signal,0.035
38.30200306,signal,0.035
37.65205063,signal,0.035
32.19252477,signal,0.035
2.211446615,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
4.384195503,signal,0.035
4.05177335,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
0.339123254,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
4.194816279,signal,0.035
4.531006224,signal,0.035
0.0001,signal,0.035
2.205210837,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
5.525985981,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
1.120323022,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
11.6101,signal,0.035
53.51911222,signal,0.035
46.10200306,signal,0.035
6.905728699,signal,0.035
6.857388769,signal,0.035
0.0001,signal,0.035
40.34775406,signal,0.035
43.10134688,signal,0.035
34.14190737,signal,0.035
27.54054002,signal,0.035
17.93040033,signal,0.035
0.0001,signal,0.035
9.867452655,signal,0.035
0.0001,signal,0.035
20.46745265,signal,0.035
33.41051883,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
2.902946266,signal,0.035
14.56243234,signal,0.035
28.37930463,signal,0.035
3.96527782,signal,0.035
42.70892864,signal,0.035
27.8625289,signal,0.035
32.57274692,signal,0.035
30.68245036,signal,0.035
2.90137891,signal,0.035
44.90299973,signal,0.035
7.576440343,signal,0.035
57.15602083,signal,0.035
45.68701264,signal,0.035
2.249343991,signal,0.035
25.02160354,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
30.50917546,signal,0.035
19.21208341,signal,0.035
5.051214289,signal,0.035
2.245281949,signal,0.035
56.68687104,signal,0.035
27.80704472,signal,0.035
22.86390773,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
5.918167318,signal,0.035
5.574888722,signal,0.035
1.596967677,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
3.416135886,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
36.57167444,signal,0.035
30.47931645,signal,0.035
22.22245853,signal,0.035
14.76548647,signal,0.035
0.221122565,signal,0.035
1.555615072,signal,0.035
36.61237625,signal,0.035
39.27014626,signal,0.035
41.59867112,signal,0.035
0.0001,signal,0.035
31.6729621,signal,0.035
20.00315909,signal,0.035
22.53146561,signal,0.035
24.2309705,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
40.13917826,signal,0.035
27.3254169,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
29.44266883,signal,0.035
17.09132201,signal,0.035
0.0001,signal,0.035
0.735843158,signal,0.035
0.0001,signal,0.035
37.08167495,signal,0.035
25.40023313,signal,0.035
18.29421408,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
38.74778987,signal,0.035
2.084403553,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
29.99889107,signal,0.035
20.52433544,signal,0.035
6.641794662,signal,0.035
0.0001,signal,0.035
39.6131908,signal,0.035
17.54190566,signal,0.035
52.52346599,signal,0.035
14.34189547,signal,0.035
0.0001,signal,0.035
6.633677947,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
26.83275131,signal,0.035
18.34912751,signal,0.035
12.53068642,signal,0.035
11.48368445,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
57.65401276,signal,0.035
45.33520206,signal,0.035
37.50200306,signal,0.035
2.8101,signal,0.035
2.124355696,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
44.76853714,signal,0.035
28.97860801,signal,0.035
57.00224081,signal,0.035
50.50200306,signal,0.035
40.97460639,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
0.0001,signal,0.035
6.244249797,signal,0.035
0.0001,signal,0.035
3.965016648,signal,0.035
5.633954402,signal,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
11.59789567,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
13.23558989,fcfs,0.035
3.300535342,fcfs,0.035
0.0001,fcfs,0.035
5.369514057,fcfs,0.035
2.242615366,fcfs,0.035
0.0001,fcfs,0.035
33.63680148,fcfs,0.035
33.80528649,fcfs,0.035
17.34940068,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.123766917,fcfs,0.035
4.403839498,fcfs,0.035
4.40274237,fcfs,0.035
0.0001,fcfs,0.035
8.839841123,fcfs,0.035
0.0001,fcfs,0.035
0.329914087,fcfs,0.035
5.777240585,fcfs,0.035
0.0001,fcfs,0.035
7.36167231,fcfs,0.035
0.0001,fcfs,0.035
17.82415733,fcfs,0.035
8.374858519,fcfs,0.035
2.428539281,fcfs,0.035
0.0001,fcfs,0.035
13.3672894,fcfs,0.035
13.62415733,fcfs,0.035
2.348134705,fcfs,0.035
15.1672894,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
22.1672894,fcfs,0.035
13.86343491,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
3.336251131,fcfs,0.035
0.0001,fcfs,0.035
3.26103707,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
11.71612639,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
8.625743122,fcfs,0.035
29.43028343,fcfs,0.035
13.41787971,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
14.78191929,fcfs,0.035
0.0001,fcfs,0.035
7.276166151,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
16.52981555,fcfs,0.035
12.39253384,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
3.2602395,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
6.441304876,fcfs,0.035
0.0001,fcfs,0.035
15.63349424,fcfs,0.035
17.20251925,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
3.224890544,fcfs,0.035
5.085322754,fcfs,0.035
9.842722324,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
4.127137811,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
24.41697135,fcfs,0.035
4.734138455,fcfs,0.035
0.0001,fcfs,0.035
3.515080536,fcfs,0.035
0.0001,fcfs,0.035
15.41587289,fcfs,0.035
7.71556496,fcfs,0.035
2.241393731,fcfs,0.035
6.422594149,fcfs,0.035
6.584536802,fcfs,0.035
12.70669317,fcfs,0.035
0.368726938,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
23.80873077,fcfs,0.035
0.0001,fcfs,0.035
21.7672894,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
9.567289401,fcfs,0.035
0.0001,fcfs,0.035
7.56448051,fcfs,0.035
0.0001,fcfs,0.035
8.367177703,fcfs,0.035
0.0001,fcfs,0.035
24.82415733,fcfs,0.035
24.08821805,fcfs,0.035
0.0001,fcfs,0.035
0.329914087,fcfs,0.035
0.636427832,fcfs,0.035
9.424157328,fcfs,0.035
14.9672894,fcfs,0.035
6.365085973,fcfs,0.035
31.3672894,fcfs,0.035
7.835945699,fcfs,0.035
0.0001,fcfs,0.035
1.94603122,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
8.686412637,fcfs,0.035
8.503721831,fcfs,0.035
0.0001,fcfs,0.035
46.88782361,fcfs,0.035
38.6658019,fcfs,0.035
10.1574879,fcfs,0.035
0.0001,fcfs,0.035
9.424157328,fcfs,0.035
0.0001,fcfs,0.035
1.501429951,fcfs,0.035
1.334521209,fcfs,0.035
0.0001,fcfs,0.035
24.02415733,fcfs,0.035
30.02415733,fcfs,0.035
2.905341955,fcfs,0.035
0.859280715,fcfs,0.035
0.0001,fcfs,0.035
0.235213447,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
20.7672894,fcfs,0.035
11.38499039,fcfs,0.035
8.367177703,fcfs,0.035
6.50609095,fcfs,0.035
0.344503225,fcfs,0.035
0.859280715,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.90044849,fcfs,0.035
0.329914087,fcfs,0.035
25.03349455,fcfs,0.035
6.774338154,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,fcfs,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
5.354726901,planning,0.035
7.059882555,planning,0.035
1.344233533,planning,0.035
9.963070017,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.611899475,planning,0.035
0.0001,planning,0.035
22.77138815,planning,0.035
11.11591713,planning,0.035
1.304876049,planning,0.035
1.021230315,planning,0.035
0.420736712,planning,0.035
5.853053286,planning,0.035
4.031502042,planning,0.035
0.730794242,planning,0.035
41.83150204,planning,0.035
4.017754565,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
8.431502042,planning,0.035
0.419635733,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.29686424,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
10.7304568,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
2.665310457,planning,0.035
2.631502042,planning,0.035
10.99876319,planning,0.035
5.831502042,planning,0.035
0.0001,planning,0.035
11.72182301,planning,0.035
0.906489696,planning,0.035
0.748699709,planning,0.035
0.663448793,planning,0.035
0.340362299,planning,0.035
0.248475764,planning,0.035
55.92335514,planning,0.035
0.675521488,planning,0.035
10.91857186,planning,0.035
21.42305092,planning,0.035
7.031502042,planning,0.035
7.405625402,planning,0.035
0.0001,planning,0.035
2.392539482,planning,0.035
0.0001,planning,0.035
5.098180136,planning,0.035
1.012428767,planning,0.035
6.257095553,planning,0.035
25.95897806,planning,0.035
1.375271808,planning,0.035
0.942653378,planning,0.035
8.253053286,planning,0.035
13.43150204,planning,0.035
0.0001,planning,0.035
5.144825688,planning,0.035
3.359407699,planning,0.035
0.0001,planning,0.035
12.66536126,planning,0.035
0.0001,planning,0.035
30.14227199,planning,0.035
4.653053286,planning,0.035
1.224708072,planning,0.035
12.79745897,planning,0.035
11.54446568,planning,0.035
1.041778825,planning,0.035
0.041317112,planning,0.035
0.0001,planning,0.035
5.112285474,planning,0.035
13.16762645,planning,0.035
5.794049527,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
12.42401025,planning,0.035
0.64367393,planning,0.035
3.510975152,planning,0.035
13.89336519,planning,0.035
20.22722436,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,planning,0.035
0.0001,signal,0.04
17.63082149,signal,0.04
0.0001,signal,0.04
3.13454342,signal,0.04
0.0001,signal,0.04
22.25483847,signal,0.04
24.43105814,signal,0.04
13.99520085,signal,0.04
4.281297148,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
31.60794178,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
41.26820592,signal,0.04
2.127288126,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
22.2101,signal,0.04
21.70200307,signal,0.04
7.784446881,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
55.7215885,signal,0.04
55.74190737,signal,0.04
55.94054002,signal,0.04
53.5303998,signal,0.04
45.26284594,signal,0.04
41.20759495,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
41.74154459,signal,0.04
38.70200306,signal,0.04
30.65205064,signal,0.04
28.1925248,signal,0.04
24.06520838,signal,0.04
13.01839883,signal,0.04
5.266232049,signal,0.04
2.360804734,signal,0.04
1.874483117,signal,0.04
1.309610045,signal,0.04
57.06423585,signal,0.04
36.30200306,signal,0.04
26.65205064,signal,0.04
26.7925248,signal,0.04
20.26520869,signal,0.04
11.75407064,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
27.06745265,signal,0.04
14.34189547,signal,0.04
9.367783906,signal,0.04
8.237802074,signal,0.04
0.0001,signal,0.04
43.21348784,signal,0.04
34.30200306,signal,0.04
33.05205064,signal,0.04
11.82857298,signal,0.04
10.1948064,signal,0.04
0.0001,signal,0.04
0.0001,signal,0.04
